Customer_ID,Age,Gender,Income_Level,Transaction_Category,Transaction_Amount,Payment_Mode,Transaction_Date
CUST1210,23,Male,Low,Shopping,17254.09,Debit Card,2024-07-29
CUST1211,33,Male,Medium,Shopping,18462.87,Credit Card,2024-07-30
CUST1212,46,Male,Medium,Shopping,9792.53,UPI,2024-07-31
CUST1213,20,Male,Low,Entertainment,12164.43,Cash,2024-08-01
CUST1214,37,Female,Medium,Others,15319.72,Credit Card,2024-08-02
CUST1215,53,Male,Medium,Shopping,3579.29,Debit Card,2024-08-03
CUST1216,36,Female,Medium,Entertainment,10101.06,Cash,2024-08-04
CUST1217,43,Female,Medium,Bills,8033.39,Cash,2024-08-05
CUST1218,20,Male,Medium,Travel,3012.84,UPI,2024-08-06
CUST1219,36,Male,Medium,Others,7413.94,Credit Card,2024-08-07
CUST1220,37,Female,Low,Travel,1456.63,Cash,2024-08-08
CUST1221,49,Male,Low,Others,613.66,Debit Card,2024-08-09
CUST1222,24,Male,High,Travel,2789.81,Credit Card,2024-08-10
CUST1223,58,Female,High,Others,19265.99,Debit Card,2024-08-11
CUST1224,50,Female,Medium,Travel,11035.64,Cash,2024-08-12
CUST1225,57,Male,Low,Travel,19319.86,Debit Card,2024-08-13
CUST1226,56,Female,Medium,Travel,8706.71,UPI,2024-08-14
CUST1227,35,Male,Medium,Travel,6305.14,Debit Card,2024-08-15
CUST1228,57,Male,Low,Bills,10172.22,Credit Card,2024-08-16
CUST1229,18,Male,Low,Shopping,8846.28,Debit Card,2024-08-17
CUST1230,28,Female,Medium,Food,2202.73,Debit Card,2024-08-18
CUST1231,45,Female,Medium,Entertainment,12852.44,UPI,2024-08-19
CUST1232,42,Female,Low,Food,4399.16,Debit Card,2024-08-20
CUST1233,40,Female,Low,Food,12429.8,Debit Card,2024-08-21
CUST1234,48,Female,Low,Others,13039.0,Cash,2024-08-22
CUST1235,47,Male,Medium,Shopping,3125.29,Cash,2024-08-23
CUST1236,59,Male,Low,Others,1320.86,Credit Card,2024-08-24
CUST1237,52,Male,Low,Shopping,15637.16,Cash,2024-08-25
CUST1238,24,Male,Medium,Shopping,9250.03,Cash,2024-08-26
CUST1239,33,Female,Low,Travel,1257.46,Cash,2024-08-27
CUST1240,43,Male,Medium,Bills,19897.84,Cash,2024-08-28
CUST1241,19,Female,Low,Travel,1249.83,UPI,2024-08-29
CUST1242,18,Male,Low,Bills,13931.2,Cash,2024-08-30
CUST1243,29,Female,Low,Others,19675.21,UPI,2024-08-31
CUST1244,22,Female,Medium,Bills,4859.68,UPI,2024-09-01
CUST1245,54,Male,High,Others,2930.76,Cash,2024-09-02
CUST1246,49,Male,High,Food,2515.56,Debit Card,2024-09-03
CUST1247,26,Male,Medium,Food,6135.18,UPI,2024-09-04
CUST1248,58,Male,Medium,Bills,2110.81,Debit Card,2024-09-05
CUST1249,52,Female,Low,Bills,13874.01,Debit Card,2024-09-06
CUST1250,36,Male,Low,Others,1339.61,Cash,2024-09-07
CUST1251,33,Male,High,Travel,10237.5,Credit Card,2024-09-08
CUST1252,20,Female,Low,Others,19934.27,Cash,2024-09-09
CUST1253,37,Male,Low,Travel,16298.01,Credit Card,2024-09-10
CUST1254,41,Male,Low,Food,12342.87,Credit Card,2024-09-11
CUST1255,50,Male,Low,Shopping,6194.45,Cash,2024-09-12
CUST1256,41,Male,Low,Bills,12515.53,Cash,2024-09-13
CUST1257,28,Male,Medium,Travel,10588.13,Credit Card,2024-09-14
CUST1258,25,Female,Medium,Others,8579.06,Cash,2024-09-15
CUST1259,53,Male,High,Food,2701.14,Credit Card,2024-09-16
CUST1260,55,Male,High,Travel,17743.42,Debit Card,2024-09-17
CUST1261,57,Male,Medium,Others,9050.71,Cash,2024-09-18
CUST1262,37,Male,Low,Bills,3972.99,Debit Card,2024-09-19
CUST1263,52,Male,Medium,Bills,7418.41,UPI,2024-09-20
CUST1264,42,Female,Medium,Entertainment,8341.18,Debit Card,2024-09-21
CUST1265,52,Male,Low,Shopping,16568.0,Debit Card,2024-09-22
CUST1266,42,Female,Medium,Entertainment,14698.93,Credit Card,2024-09-23
CUST1267,46,Female,Medium,Food,15409.17,Debit Card,2024-09-24
CUST1268,35,Male,Medium,Travel,319.52,Cash,2024-09-25
CUST1269,35,Male,Medium,Food,8381.46,Credit Card,2024-09-26
CUST1270,19,Male,Low,Others,9678.75,UPI,2024-09-27
CUST1271,52,Male,High,Bills,481.93,Cash,2024-09-28
CUST1272,33,Female,Medium,Entertainment,5270.28,UPI,2024-09-29
CUST1273,58,Male,Low,Entertainment,15229.77,Debit Card,2024-09-30
CUST1274,53,Male,High,Entertainment,2828.48,Cash,2024-10-01
CUST1275,50,Male,Medium,Food,10752.67,Cash,2024-10-02
CUST1276,21,Male,High,Bills,4382.52,UPI,2024-10-03
CUST1277,50,Male,Medium,Travel,341.2,Cash,2024-10-04
CUST1278,31,Male,Medium,Others,4899.91,Cash,2024-10-05
CUST1279,38,Female,Low,Travel,19519.89,Cash,2024-10-06
CUST1280,37,Female,Low,Food,16050.59,Debit Card,2024-10-07
CUST1281,25,Male,Medium,Others,19195.58,UPI,2024-10-08
CUST1282,24,Male,Medium,Entertainment,9808.3,Cash,2024-10-09
CUST1283,20,Male,Low,Shopping,2283.75,Credit Card,2024-10-10
CUST1284,34,Female,Low,Food,11004.39,Credit Card,2024-10-11
CUST1285,50,Male,High,Food,9142.11,Credit Card,2024-10-12
CUST1286,29,Female,High,Bills,16902.71,Credit Card,2024-10-13
CUST1287,39,Male,Medium,Travel,2051.84,Debit Card,2024-10-14
CUST1288,39,Male,Low,Food,9816.0,Cash,2024-10-15
CUST1289,47,Male,Low,Food,3085.97,UPI,2024-10-16
CUST1290,55,Male,Low,Entertainment,6561.05,Cash,2024-10-17
CUST1291,55,Female,High,Entertainment,14773.41,Debit Card,2024-10-18
CUST1292,25,Female,Low,Others,9572.76,Credit Card,2024-10-19
CUST1293,44,Male,Medium,Shopping,7580.18,Debit Card,2024-10-20
CUST1294,44,Male,Low,Bills,7950.08,Cash,2024-10-21
CUST1295,51,Female,Medium,Shopping,9242.99,UPI,2024-10-22
CUST1296,38,Female,Medium,Others,15721.83,Debit Card,2024-10-23
CUST1297,47,Female,High,Entertainment,17852.49,UPI,2024-10-24
CUST1298,50,Female,Low,Travel,19111.16,Debit Card,2024-10-25
CUST1299,45,Male,Low,Entertainment,15759.38,UPI,2024-10-26
CUST1300,50,Female,Low,Bills,6376.6,UPI,2024-10-27
CUST1301,22,Male,High,Entertainment,13793.88,Credit Card,2024-10-28
CUST1302,36,Female,High,Bills,8808.3,UPI,2024-10-29
CUST1303,21,Female,Medium,Bills,5167.95,Credit Card,2024-10-30
CUST1304,52,Female,Medium,Bills,16833.34,Cash,2024-10-31
CUST1305,34,Female,Medium,Others,864.68,Cash,2024-11-01
CUST1306,45,Female,Low,Bills,18045.06,Credit Card,2024-11-02
CUST1307,47,Male,High,Bills,9283.4,Credit Card,2024-11-03
CUST1308,46,Male,Medium,Travel,12780.31,Debit Card,2024-11-04
CUST1309,23,Female,Medium,Shopping,13221.14,Debit Card,2024-11-05
CUST1310,52,Female,Medium,Food,17912.84,Debit Card,2024-11-06
CUST1311,58,Male,Low,Shopping,12769.73,Cash,2024-11-07
CUST1312,54,Female,Low,Bills,12317.28,Debit Card,2024-11-08
CUST1313,41,Female,Medium,Travel,1426.38,UPI,2024-11-09
CUST1314,46,Male,Low,Entertainment,10416.32,UPI,2024-11-10
CUST1315,48,Female,Medium,Travel,3088.36,Debit Card,2024-11-11
CUST1316,52,Female,Low,Bills,14774.93,UPI,2024-11-12
CUST1317,50,Male,Medium,Travel,10293.22,Cash,2024-11-13
CUST1318,38,Male,Low,Travel,13636.53,UPI,2024-11-14
CUST1319,49,Male,Medium,Bills,929.29,Cash,2024-11-15
CUST1320,40,Female,Medium,Others,1787.36,Credit Card,2024-11-16
CUST1321,50,Male,Low,Travel,14354.84,Credit Card,2024-11-17
CUST1322,20,Male,Medium,Food,1534.48,Credit Card,2024-11-18
CUST1323,35,Male,Medium,Food,1518.01,Credit Card,2024-11-19
CUST1324,42,Male,Medium,Travel,340.96,UPI,2024-11-20
CUST1325,59,Male,High,Others,19134.38,Debit Card,2024-11-21
CUST1326,48,Male,Medium,Entertainment,14776.42,UPI,2024-11-22
CUST1327,20,Female,Low,Bills,7129.7,Cash,2024-11-23
CUST1328,57,Female,Low,Food,6001.06,UPI,2024-11-24
CUST1329,41,Male,Low,Entertainment,7059.09,UPI,2024-11-25
CUST1330,49,Male,Medium,Travel,15515.61,Cash,2024-11-26
CUST1331,39,Male,Low,Entertainment,13261.28,Credit Card,2024-11-27
CUST1332,40,Female,Medium,Shopping,3785.39,Credit Card,2024-11-28
CUST1333,19,Female,Medium,Food,3564.78,Credit Card,2024-11-29
CUST1334,44,Female,Medium,Travel,2058.07,Debit Card,2024-11-30
CUST1335,59,Female,Medium,Bills,13240.02,Cash,2024-12-01
CUST1336,19,Female,Low,Others,15311.02,Cash,2024-12-02
CUST1337,43,Female,Low,Travel,5374.42,UPI,2024-12-03
CUST1338,34,Female,Medium,Bills,516.8,Debit Card,2024-12-04
CUST1339,57,Female,Medium,Others,1735.22,Credit Card,2024-12-05
CUST1340,50,Female,Medium,Others,19360.41,Debit Card,2024-12-06
CUST1341,26,Male,Medium,Travel,5979.35,Cash,2024-12-07
CUST1342,56,Male,Low,Entertainment,15407.54,Cash,2024-12-08
CUST1343,46,Male,High,Entertainment,12530.81,UPI,2024-12-09
CUST1344,59,Male,Medium,Others,7700.6,UPI,2024-12-10
CUST1345,43,Female,Medium,Entertainment,4193.18,Cash,2024-12-11
CUST1346,52,Female,Low,Shopping,2515.59,Credit Card,2024-12-12
CUST1347,42,Male,Medium,Others,12338.76,Credit Card,2024-12-13
CUST1348,41,Female,Medium,Others,15515.21,Debit Card,2024-12-14
CUST1349,30,Male,Low,Bills,12913.69,Cash,2024-12-15
CUST1350,24,Female,High,Entertainment,10653.01,Cash,2024-12-16
CUST1351,53,Male,Low,Others,934.83,Credit Card,2024-12-17
CUST1352,37,Female,High,Shopping,19372.93,Credit Card,2024-12-18
CUST1353,18,Female,Medium,Bills,15994.41,Cash,2024-12-19
CUST1354,25,Male,Low,Travel,5927.16,UPI,2024-12-20
CUST1355,33,Female,Medium,Others,19601.41,Cash,2024-12-21
CUST1356,31,Male,High,Shopping,12077.44,Cash,2024-12-22
CUST1357,29,Male,Medium,Food,11690.21,Credit Card,2024-12-23
CUST1358,40,Male,High,Shopping,14986.66,Credit Card,2024-12-24
CUST1359,32,Male,Medium,Shopping,16254.22,UPI,2024-12-25
CUST1360,45,Female,Medium,Bills,13163.92,UPI,2024-12-26
CUST1361,51,Female,High,Travel,2649.11,Debit Card,2024-12-27
CUST1362,19,Female,Low,Food,6831.52,Cash,2024-12-28
CUST1363,49,Male,Medium,Entertainment,18568.86,Credit Card,2024-12-29
CUST1364,40,Female,Low,Entertainment,4569.85,UPI,2024-12-30
CUST1365,39,Male,High,Shopping,7506.12,Debit Card,2024-12-31
CUST1366,42,Female,High,Bills,8698.33,Debit Card,2025-01-01
CUST1367,39,Female,Low,Bills,8844.16,Credit Card,2025-01-02
CUST1368,39,Female,Medium,Entertainment,12297.5,Credit Card,2025-01-03
CUST1369,59,Male,High,Food,18867.21,Debit Card,2025-01-04
CUST1370,23,Female,Low,Travel,4889.78,UPI,2025-01-05
CUST1371,32,Female,Medium,Food,2517.88,Debit Card,2025-01-06
CUST1372,54,Male,High,Others,4029.66,Cash,2025-01-07
CUST1373,50,Female,Low,Others,17749.81,Cash,2025-01-08
CUST1374,25,Male,Medium,Travel,12951.64,Credit Card,2025-01-09
CUST1375,22,Female,Low,Entertainment,5789.55,UPI,2025-01-10
CUST1376,56,Male,High,Travel,16337.34,UPI,2025-01-11
CUST1377,21,Male,High,Bills,17241.26,Cash,2025-01-12
CUST1378,23,Female,High,Others,16945.64,Debit Card,2025-01-13
CUST1379,49,Male,Medium,Shopping,18386.64,Credit Card,2025-01-14
CUST1380,47,Male,High,Shopping,5119.6,Debit Card,2025-01-15
CUST1381,52,Male,High,Entertainment,15125.33,Debit Card,2025-01-16
CUST1382,57,Male,Medium,Bills,9264.74,Debit Card,2025-01-17
CUST1383,33,Male,High,Food,16855.77,UPI,2025-01-18
CUST1384,30,Male,Low,Bills,14596.96,Cash,2025-01-19
CUST1385,59,Female,Medium,Shopping,15551.3,UPI,2025-01-20
CUST1386,47,Male,Low,Shopping,13157.62,Cash,2025-01-21
CUST1387,36,Male,Low,Others,3630.83,Credit Card,2025-01-22
CUST1388,34,Female,Low,Bills,10946.04,Credit Card,2025-01-23
CUST1389,36,Female,Medium,Bills,19694.93,Debit Card,2025-01-24
CUST1390,45,Female,Medium,Shopping,18754.02,Cash,2025-01-25
CUST1391,43,Female,Medium,Food,959.16,Cash,2025-01-26
CUST1392,54,Female,Low,Entertainment,3379.81,Cash,2025-01-27
